,value
73167,68301
73168,17609
73169,77413
73170,42659
73171,14354
73172,78172
73173,622
73174,51536
73175,85267
73176,14774
73177,32304
73178,44275
73179,3696
73180,47963
73181,22587
73182,81612
73183,82000
73184,23117
73185,3378
73186,73409
73187,76248
73188,54158
73189,98017
73190,51589
73191,1224
73192,41386
73193,50381
73194,75494
73195,80076
73196,21888
73197,20066
73198,50285
73199,89771
73200,33335
73201,32298
73202,83671
73203,37640
73204,75770
73205,98642
73206,82940
73207,45055
73208,34506
73209,13327
73210,68304
73211,29665
73212,28371
73213,74546
73214,45576
73215,55770
73216,263
73217,92014
73218,47092
73219,38978
73220,27327
73221,21331
73222,20861
73223,69570
73224,63771
73225,83462
73226,86139
73227,35892
73228,377
73229,78147
73230,17869
73231,5562
73232,26848
73233,65669
73234,52421
73235,84933
73236,25108
73237,43620
73238,78580
73239,41548
73240,38482
73241,20067
73242,47023
73243,52721
73244,53683
73245,34640
73246,3826
73247,71824
73248,96913
73249,76725
73250,88826
73251,65188
73252,40595
73253,88391
73254,45704
73255,14558
73256,15967
73257,38619
73258,30153
73259,3360
73260,81032
73261,81167
73262,75389
73263,25632
73264,93311
73265,26774
73266,5840
73267,47507
73268,86235
73269,90396
73270,25296
73271,61684
73272,45384
73273,92426
73274,18348
73275,31420
73276,97363
73277,2413
73278,53279
73279,40661
73280,54550
73281,65837
73282,51584
73283,32447
73284,87543
73285,61375
73286,85698
73287,37539
73288,89377
73289,47048
73290,41648
73291,55049
73292,16920
73293,71182
73294,34751
73295,71659
73296,94619
73297,37272
73298,80438
73299,92600
73300,45153
73301,97962
73302,93616
73303,52717
73304,40074
73305,31238
73306,16191
73307,55486
73308,50864
73309,46239
73310,1517
73311,68034
73312,66850
73313,12608
73314,21732
73315,10432
73316,9780
73317,66612
73318,81388
73319,43606
73320,51607
73321,31579
73322,32027
73323,17014
73324,65743
73325,24163
73326,99534
73327,98950
73328,97200
73329,66354
73330,49567
73331,69321
73332,71863
73333,37475
73334,95994
73335,89582
73336,47765
73337,79417
73338,48130
73339,64814
73340,7340
73341,90159
73342,20171
73343,81889
73344,45060
73345,77726
73346,75766
73347,73493
73348,67826
73349,28473
73350,93667
73351,64647
73352,76227
73353,40975
73354,32737
73355,72124
73356,86453
73357,22921
73358,76725
73359,69835
73360,3231
73361,33172
73362,62632
73363,73338
73364,33023
73365,52444
73366,59795
73367,4516
73368,81137
73369,95073
73370,85826
73371,18645
73372,72527
73373,85472
73374,27899
73375,83046
73376,43820
73377,23638
73378,50382
73379,75894
73380,8964
73381,17010
73382,29455
73383,86969
73384,95830
73385,67643
73386,29212
73387,8130
73388,11093
73389,51132
73390,34559
73391,28817
73392,93240
73393,61408
73394,962
73395,69911
73396,98891
73397,39161
73398,48794
73399,66521
73400,26144
73401,42018
73402,56764
73403,22695
73404,43437
73405,71622
73406,21105
73407,52800
73408,92265
73409,56188
73410,58789
73411,66629
73412,70895
73413,58533
73414,79141
73415,18217
73416,26127
73417,79547
73418,60200
73419,88639
73420,82633
73421,88374
73422,74132
73423,17817
73424,98452
73425,29918
73426,27546
73427,52545
73428,6196
73429,76699
73430,61624
73431,8537
73432,27691
73433,88299
73434,71469
73435,34086
73436,83110
73437,47164
73438,27958
73439,96229
73440,4471
73441,75389
73442,20387
73443,23660
73444,96120
73445,7500
73446,64566
73447,18380
73448,3440
73449,14141
73450,93770
73451,78370
73452,93017
73453,92911
73454,52419
73455,93678
73456,43175
73457,5181
73458,55580
73459,96288
73460,27545
73461,32112
73462,23037
73463,7465
73464,97461
73465,68832
73466,54144
73467,78633
73468,61410
73469,69298
73470,29157
73471,17118
73472,83080
73473,92396
73474,68603
73475,89960
73476,27668
73477,21117
73478,3590
73479,46402
73480,34013
73481,20866
73482,31917
73483,75964
73484,93634
73485,94153
73486,78913
73487,51251
73488,12167
73489,14935
73490,80264
73491,33138
73492,79981
73493,42653
73494,36190
73495,7274
73496,84912
73497,51555
73498,36701
73499,75549
73500,44735
73501,22488
73502,49157
73503,86653
73504,88709
73505,39645
73506,80685
73507,51967
73508,57731
73509,55630
73510,90338
73511,96632
73512,3159
73513,83567
73514,12586
73515,12328
73516,33328
73517,70048
73518,61043
73519,86732
73520,82925
73521,75332
73522,60119
73523,58064
73524,91772
73525,42822
73526,30426
73527,1544
73528,61660
73529,57754
73530,10987
73531,25959
73532,45300
73533,90536
73534,86931
73535,27584
73536,17985
73537,97596
73538,86213
73539,17049
73540,39711
73541,95805
73542,78492
73543,32533
73544,77080
73545,24513
73546,21367
73547,24752
73548,36208
73549,19774
73550,31070
73551,92605
73552,37903
73553,61526
73554,80998
73555,93817
73556,20485
73557,1812
73558,20695
73559,11879
73560,92670
73561,88286
73562,9605
73563,69728
73564,86577
73565,26500
73566,43195
73567,78265
73568,4352
73569,6031
73570,55885
73571,31158
73572,37013
73573,89257
73574,55003
73575,202
73576,9377
73577,32970
73578,84127
73579,99381
73580,73826
73581,13933
73582,47721
73583,24506
73584,7142
73585,43842
73586,60026
73587,55233
73588,11334
73589,74983
73590,25193
73591,70752
73592,1038
73593,67282
73594,14753
73595,96320
73596,60814
73597,2470
73598,71601
73599,62571
73600,75865
73601,46626
73602,59342
73603,87212
73604,35263
73605,69788
73606,94836
73607,98306
73608,42971
73609,46674
73610,91254
73611,3253
73612,20650
73613,68130
73614,41302
73615,95619
73616,65358
73617,7194
73618,45250
73619,82850
73620,32984
73621,50842
73622,3591
73623,23366
73624,80650
73625,95075
73626,40374
73627,53725
73628,931
73629,58354
73630,28593
73631,88083
73632,98488
73633,72104
73634,75835
73635,95480
73636,85147
73637,14928
73638,76218
73639,44052
73640,79135
73641,22833
73642,38316
73643,92288
73644,98804
73645,41025
73646,87992
73647,38240
73648,73731
73649,99824
73650,51763
73651,68055
73652,60293
73653,40804
73654,93405
73655,17138
73656,78913
73657,32671
73658,85337
73659,13162
73660,64046
73661,42456
73662,8504
73663,86076
73664,72780
73665,3887
73666,78979
73667,37347
73668,55662
73669,1242
73670,70271
73671,94227
73672,62428
73673,59497
73674,60981
73675,6414
73676,95168
73677,73468
73678,81290
73679,13840
73680,2203
73681,96936
73682,21131
73683,57057
73684,17510
73685,1256
73686,19853
73687,76227
73688,22317
73689,50868
73690,22655
73691,79595
73692,70061
73693,43213
73694,86081
73695,16989
73696,47006
73697,51057
73698,73485
73699,46085
73700,2050
73701,73385
73702,98343
73703,98099
73704,7619
73705,38680
73706,57422
73707,45989
73708,94578
73709,20770
73710,57266
73711,93763
73712,41160
73713,86961
73714,90938
73715,57600
73716,51362
73717,28985
73718,78214
73719,80863
73720,23439
73721,95442
73722,52091
73723,65060
73724,68072
73725,94300
73726,16953
73727,1798
73728,13734
73729,45899
73730,51462
73731,6032
73732,98700
73733,36986
73734,51587
73735,68374
73736,21070
73737,53932
73738,3874
73739,21562
73740,68584
73741,75826
73742,36219
73743,66217
73744,98800
73745,37895
73746,5296
73747,27820
73748,8411
73749,34740
73750,55047
73751,29038
73752,96091
73753,26198
73754,91345
73755,41951
73756,2990
73757,33200
73758,26776
73759,44864
73760,24130
73761,40080
73762,43362
73763,86651
73764,99565
73765,56538
73766,7052
73767,72673
73768,57065
73769,79610
73770,47067
73771,90603
73772,97892
73773,47782
73774,70473
73775,75081
73776,92580
73777,9766
73778,21774
73779,19249
73780,74985
73781,72581
73782,84647
73783,83195
73784,21850
73785,49951
73786,13799
73787,7446
73788,80845
73789,99647
73790,95785
73791,43589
73792,51320
73793,30095
73794,25755
73795,71716
73796,97033
73797,88902
73798,54399
73799,2981
73800,55140
73801,85352
73802,80068
73803,37112
73804,98325
73805,7427
73806,38092
73807,31949
73808,35100
73809,15778
73810,18098
73811,30841
73812,17641
73813,75105
73814,98963
73815,98082
73816,22126
73817,55543
73818,12516
73819,38927
73820,8270
73821,13702
73822,48204
73823,70237
73824,38373
73825,99725
73826,51715
73827,41902
73828,15399
73829,19371
73830,2331
73831,45659
73832,55004
73833,82306
73834,36025
73835,69161
73836,78088
73837,53423
73838,89127
73839,43965
73840,82592
73841,49571
73842,53641
73843,7457
73844,23067
73845,36008
73846,98502
73847,9045
73848,49384
73849,64579
73850,60419
73851,33899
73852,37902
73853,17705
73854,20553
73855,27295
73856,79449
73857,80278
73858,11773
73859,78952
73860,25614
73861,46250
73862,2622
73863,5409
73864,35754
73865,56107
73866,4922
73867,84520
73868,37722
73869,54897
73870,35684
73871,59020
73872,4043
73873,94772
73874,92929
73875,31988
73876,56294
73877,93206
73878,85693
73879,63751
73880,1034
73881,10417
73882,23459
73883,66602
73884,24014
73885,42873
73886,61476
73887,59502
73888,90175
73889,48732
73890,96398
73891,49386
73892,29979
73893,20887
73894,51961
73895,33428
73896,31007
73897,68973
73898,18387
73899,82349
73900,95650
73901,80425
73902,71736
73903,96876
73904,44961
73905,22946
73906,32435
73907,76961
73908,96048
73909,20174
73910,3920
73911,84025
73912,42658
73913,53786
73914,75350
73915,44351
73916,80381
73917,87252
73918,3648
73919,4665
73920,89978
73921,26044
73922,5066
73923,54112
73924,78748
73925,19898
73926,58742
73927,60663
73928,31493
73929,60907
73930,21214
73931,4481
73932,36246
73933,35917
73934,90157
73935,35464
73936,27065
73937,84786
73938,51951
73939,50604
73940,38110
73941,55036
73942,97989
73943,22881
73944,9234
73945,99088
73946,2393
73947,17049
73948,69504
73949,96807
73950,39529
73951,53609
73952,87956
73953,40140
73954,41449
73955,35037
73956,57976
73957,50807
73958,73158
73959,37332
73960,94424
73961,1836
73962,65433
73963,64586
73964,76297
73965,79956
73966,62027
73967,15217
73968,33544
73969,6722
73970,74229
73971,37763
73972,42260
73973,42222
73974,77142
73975,96510
73976,80977
73977,24762
73978,76323
73979,47966
73980,31353
73981,37966
73982,18972
73983,52493
73984,89887
73985,1432
73986,80355
73987,9235
73988,95160
73989,72392
73990,93685
73991,99794
73992,60409
73993,77499
73994,88978
73995,90137
73996,24142
73997,67313
73998,48792
73999,92605
74000,11750
74001,67685
74002,25524
74003,21136
74004,80169
74005,1879
74006,59853
74007,40996
74008,37761
74009,19231
74010,91032
74011,39288
74012,57733
74013,21267
74014,57752
74015,16258
74016,50558
74017,77944
74018,13531
74019,97015
74020,12789
74021,2140
74022,60983
74023,1466
74024,45460
74025,14505
74026,26897
74027,15537
74028,42458
74029,26379
74030,54620
74031,26697
74032,46093
74033,39568
74034,89073
74035,69326
74036,66247
74037,39532
74038,58078
74039,49668
74040,64075
74041,15668
74042,15896
74043,81714
74044,96043
74045,93115
74046,55814
74047,43442
74048,46129
74049,27991
74050,90798
74051,93407
74052,70886
74053,44305
74054,12196
74055,55242
74056,68203
74057,92494
74058,74935
74059,37445
74060,81174
74061,58007
74062,83339
74063,1496
74064,89397
74065,48849
74066,8942
74067,69675
74068,30550
74069,69620
74070,61256
74071,96658
74072,85421
74073,18871
74074,27224
74075,47797
74076,42813
74077,33420
74078,11812
74079,66146
74080,58876
74081,23458
74082,2487
74083,39725
74084,34639
74085,37616
74086,33498
74087,12666
74088,15140
74089,55431
74090,13612
74091,9684
74092,31647
74093,24341
74094,67769
74095,62116
74096,43641
74097,58114
74098,69506
74099,46694
74100,30070
74101,63578
74102,49601
74103,46587
74104,8423
74105,59760
74106,18113
74107,23354
74108,22471
74109,59543
74110,7854
74111,93334
74112,2017
74113,81984
74114,78563
74115,52251
74116,15164
74117,89709
74118,24781
74119,70502
74120,40106
74121,12126
74122,56813
74123,37060
74124,12882
74125,16419
74126,18031
74127,37853
74128,89993
74129,88128
74130,50596
74131,3282
74132,96224
74133,41439
74134,78510
74135,49912
74136,83690
74137,62557
74138,52254
74139,39962
74140,2112
74141,16452
74142,60788
74143,37874
74144,7985
74145,80455
74146,64872
74147,71065
74148,24504
74149,13899
74150,13716
74151,44206
74152,53333
74153,54090
74154,86313
74155,51111
74156,46149
74157,7121
74158,73871
74159,67764
74160,81199
74161,52043
74162,23150
74163,40412
74164,94851
74165,89513
74166,44438
74167,52421
74168,81481
74169,86394
74170,83036
74171,68361
74172,21622
74173,22824
74174,7928
74175,27636
74176,90308
74177,95777
74178,30602
74179,52720
74180,84966
74181,20903
74182,26745
74183,73402
74184,60367
74185,19024
74186,55108
74187,71031
74188,37229
74189,96357
74190,25921
74191,73927
74192,89952
74193,76013
74194,84974
74195,88953
74196,2760
74197,66296
74198,95550
74199,14215
74200,58661
74201,39276
74202,93415
74203,1829
74204,79916
74205,21816
74206,55890
74207,59290
74208,47769
74209,24538
74210,98776
74211,39696
74212,40600
74213,22535
74214,57910
74215,57617
74216,76212
74217,67103
74218,18693
74219,79460
74220,4054
74221,68183
74222,11516
74223,30476
74224,55973
74225,36250
74226,66111
74227,5799
74228,71299
74229,38696
74230,64597
74231,84324
74232,57361
74233,60016
74234,38931
74235,1176
74236,89632
74237,78242
74238,58445
74239,78506
74240,4639
74241,99008
74242,82626
74243,40670
74244,59002
74245,21174
74246,31637
74247,13988
74248,98283
74249,34554
74250,57873
74251,61145
74252,36417
74253,18648
74254,26398
74255,21549
74256,74836
74257,63328
74258,84076
74259,35794
74260,3407
74261,97216
74262,70335
74263,12596
74264,9379
74265,96869
74266,48583
74267,91752
74268,21071
74269,70879
74270,89242
74271,60667
74272,87581
74273,32013
74274,88678
74275,84154
74276,61046
74277,91973
74278,30942
74279,80808
74280,91166
74281,47845
74282,47296
74283,88786
74284,91060
74285,73973
74286,31356
74287,37241
74288,73982
74289,40982
74290,60736
74291,82467
74292,73417
74293,28796
74294,56934
74295,47568
74296,91113
74297,78265
74298,46409
74299,81572
74300,47307
74301,27895
74302,36998
74303,14208
74304,65230
74305,15432
74306,88928
74307,49249
74308,67146
74309,565
74310,61553
74311,95837
74312,67842
74313,38763
74314,85086
74315,765
74316,89551
74317,51487
74318,52369
74319,84873
74320,89023
74321,32107
74322,27797
74323,63835
74324,19274
74325,22427
74326,41151
74327,75541
74328,87537
74329,42278
74330,81631
74331,70333
74332,33590
74333,65185
74334,59496
74335,21923
74336,64472
74337,60207
74338,78769
74339,31222
74340,90928
74341,8092
74342,73353
74343,18297
74344,90920
74345,25461
74346,35482
74347,24850
74348,32952
74349,44216
74350,96824
74351,81653
74352,72317
74353,45368
74354,53336
74355,27190
74356,38299
74357,22429
74358,72950
74359,85286
74360,44044
74361,26401
74362,31174
74363,40744
74364,65738
74365,30629
74366,3612
74367,24235
74368,2824
74369,13365
74370,25611
74371,88099
74372,92600
74373,86314
74374,33410
74375,42814
74376,3219
74377,7581
74378,23683
74379,40620
74380,15953
74381,90449
74382,63041
74383,31701
74384,29345
74385,62741
74386,45451
74387,62320
74388,31311
74389,41070
74390,61859
74391,59448
74392,31246
74393,4898
74394,20938
74395,17845
74396,27863
74397,47390
74398,67507
74399,80990
74400,69072
74401,33002
74402,8669
74403,31716
74404,25599
74405,16925
74406,67205
74407,98627
74408,88877
74409,30766
74410,32766
74411,72485
74412,67180
74413,92775
74414,14737
74415,94421
74416,71238
74417,19403
74418,25773
74419,26356
74420,94844
74421,92754
74422,59210
74423,82858
74424,85819
74425,90350
74426,28437
74427,8464
74428,86676
74429,14940
74430,34640
74431,94872
74432,36561
74433,27891
74434,92739
74435,43989
74436,40198
74437,772
74438,6463
74439,3384
74440,48637
74441,58433
74442,17362
74443,30213
74444,89784
74445,75728
74446,4842
74447,63994
74448,28699
74449,47725
74450,13636
74451,52230
74452,98226
74453,52988
74454,95278
74455,29311
74456,40348
74457,35420
74458,71092
74459,75353
74460,35100
74461,8087
74462,94146
74463,52998
74464,47828
74465,84512
74466,84186
74467,91726
74468,97623
74469,47119
74470,95736
74471,82961
74472,79194
74473,42153
74474,24410
74475,69369
74476,51175
74477,82770
74478,66016
74479,15506
74480,3024
74481,99980
74482,90883
74483,13804
74484,24278
74485,3262
74486,56156
74487,37098
74488,34746
74489,81313
74490,82746
74491,89782
74492,88848
74493,83964
74494,68987
74495,4608
74496,14344
74497,68042
74498,2088
74499,87333
74500,91920
74501,49387
74502,28720
74503,26352
74504,59491
74505,86303
74506,27572
74507,24837
74508,51756
74509,77967
74510,19902
74511,12452
74512,76411
74513,64000
74514,56307
74515,18794
74516,8969
74517,68421
74518,25113
74519,84818
74520,12570
74521,1413
74522,64422
74523,90591
74524,67543
74525,47985
74526,28823
74527,28012
74528,40110
74529,18656
74530,447
74531,7177
74532,79365
74533,56194
74534,74509
74535,32228
74536,94829
74537,49194
74538,27863
74539,51079
74540,20698
74541,46654
74542,93856
74543,7672
74544,56383
74545,99099
74546,6732
74547,96827
74548,266
74549,93074
74550,80708
74551,28080
74552,95036
74553,81898
74554,84296
74555,72778
74556,47211
74557,97171
74558,34604
74559,16599
74560,57898
74561,69284
74562,30398
74563,57942
74564,10064
74565,28556
74566,78339
74567,83919
74568,57191
74569,89640
74570,55641
74571,44265
74572,68426
74573,72293
74574,85055
74575,85438
74576,39381
74577,90205
74578,94056
74579,39309
74580,82209
74581,8510
74582,10360
74583,31436
74584,35874
74585,38501
74586,14375
74587,58742
74588,76683
74589,25861
74590,93784
74591,23137
74592,27574
74593,6173
74594,50343
74595,26756
74596,27192
74597,10383
74598,69284
74599,91393
74600,7691
74601,69734
74602,42961
74603,58479
74604,39517
74605,33328
74606,78028
74607,74258
74608,84836
74609,42100
74610,66608
74611,82987
74612,85772
74613,31542
74614,57126
74615,95284
74616,38092
74617,969
74618,32358
74619,26299
74620,56371
74621,87272
74622,7945
74623,42402
74624,17330
74625,75463
74626,97179
74627,56269
74628,47511
74629,84752
74630,11372
74631,26702
74632,16258
74633,26522
74634,81666
74635,84952
74636,37112
74637,10235
74638,57090
74639,56208
74640,23134
74641,67201
74642,52305
74643,37297
74644,54585
74645,50607
74646,46148
74647,25834
74648,22936
74649,80414
74650,45117
74651,33245
74652,64149
74653,51662
74654,54594
74655,21242
74656,57550
74657,17588
74658,20122
74659,27535
74660,46800
74661,57327
74662,20420
74663,74636
74664,49630
74665,38695
74666,79803
74667,67668
74668,39933
74669,42204
74670,88426
74671,28946
74672,16436
74673,53475
74674,70562
74675,66000
74676,52350
74677,62814
74678,79225
74679,819
74680,61372
74681,70562
74682,72697
74683,24442
74684,16318
74685,67843
74686,85899
74687,42856
74688,72855
74689,59032
74690,36906
74691,59295
74692,99157
74693,67922
74694,58969
74695,40717
74696,55828
74697,83364
74698,40367
74699,91485
74700,62333
74701,87410
74702,83181
74703,10075
74704,69426
74705,45839
74706,19549
74707,64784
74708,55312
74709,72246
74710,45128
74711,67620
74712,25212
74713,72823
74714,20771
74715,79232
74716,76230
74717,45943
74718,70649
74719,28419
74720,16764
74721,21810
74722,66499
74723,10297
74724,33441
74725,58534
74726,57991
74727,6922
74728,20629
74729,148
74730,12813
74731,67669
74732,20669
74733,94294
74734,62775
74735,78761
74736,58800
74737,5360
74738,11403
74739,19117
74740,87857
74741,44823
74742,45628
74743,91134
74744,95644
74745,36805
74746,20596
74747,73590
74748,82607
74749,1497
74750,34665
74751,11322
74752,65735
74753,54161
74754,57793
74755,49196
74756,21703
74757,75762
74758,36037
74759,43836
74760,94945
74761,83713
74762,49000
74763,27011
74764,32079
74765,16579
74766,42359
74767,72708
74768,73088
74769,44285
74770,95453
74771,66651
74772,80779
74773,71811
74774,72415
74775,35642
74776,35504
74777,43139
74778,60838
74779,32273
74780,34732
74781,14042
74782,43507
74783,97044
74784,42913
74785,26917
74786,26208
74787,60055
74788,65018
74789,35867
74790,88193
74791,78240
74792,20153
74793,81520
74794,79295
74795,49434
74796,92410
74797,57798
74798,82666
74799,55368
74800,62193
74801,6863
74802,84981
74803,11814
74804,28323
74805,39590
74806,37968
74807,45501
74808,26226
74809,6776
74810,82909
74811,94276
74812,50577
74813,37744
74814,43206
74815,22246
74816,60807
74817,14738
74818,40611
74819,3587
74820,5069
74821,90784
74822,72897
74823,71081
74824,90695
74825,6888
74826,48173
74827,95130
74828,53517
74829,56461
74830,56578
74831,47864
74832,7051
74833,10432
74834,76773
74835,81849
74836,46669
74837,60825
74838,96990
74839,50291
74840,80802
74841,97004
74842,34923
74843,99828
74844,94807
74845,32086
74846,96678
74847,47327
74848,5629
74849,40949
74850,46712
74851,4544
74852,17846
74853,39951
74854,9374
74855,53848
74856,62951
74857,85446
74858,84812
74859,91004
74860,56103
74861,36223
74862,14849
74863,27178
74864,63880
74865,98701
74866,1263
74867,49592
74868,49386
74869,67833
74870,35788
74871,94653
74872,59433
74873,65455
74874,22803
74875,73013
74876,67207
74877,45023
74878,48714
74879,77450
74880,94048
74881,50813
74882,21547
74883,20706
74884,29900
74885,44738
74886,26601
74887,49366
74888,17591
74889,14155
74890,42933
74891,5303
74892,61020
74893,69271
74894,17077
74895,99361
74896,72977
74897,70826
74898,16723
74899,29981
74900,83980
74901,85967
74902,14438
74903,84555
74904,24445
74905,63394
74906,83213
74907,77675
74908,74469
74909,89230
74910,13520
74911,34236
74912,66270
74913,47804
74914,40840
74915,19367
74916,64279
74917,10569
74918,87452
74919,25866
74920,43606
74921,71829
74922,99136
74923,99875
74924,92205
74925,24681
74926,67658
74927,15300
74928,88744
74929,80405
74930,58923
74931,53900
74932,40666
74933,63694
74934,7002
74935,95372
74936,51638
74937,30300
74938,6811
74939,61431
74940,50616
74941,44192
74942,68454
74943,10697
74944,6419
74945,16171
74946,17429
74947,81439
74948,21951
74949,51934
74950,48080
74951,34252
74952,8592
74953,28966
74954,33440
74955,77669
74956,42162
74957,33117
74958,56558
74959,87739
74960,3501
74961,79689
74962,47370
74963,82399
74964,50270
74965,23459
74966,22438
74967,60565
74968,25794
74969,10383
74970,56922
74971,52648
74972,97279
74973,30132
74974,97982
74975,95271
74976,73874
74977,84072
74978,37686
74979,82133
74980,58681
74981,97481
74982,24400
74983,87505
74984,18943
74985,17216
74986,3940
74987,77696
74988,34114
74989,40316
74990,5493
74991,79117
74992,66145
74993,76292
74994,55463
74995,53488
74996,54699
74997,45263
74998,32456
74999,37538
75000,33018
75001,21986
75002,39558
75003,23457
75004,60703
75005,23213
75006,82494
75007,96476
75008,76620
75009,52736
75010,43357
75011,26458
75012,6641
75013,87788
75014,45893
75015,45320
75016,26822
75017,39958
75018,66757
75019,62875
75020,52113
75021,73555
75022,54898
75023,2511
75024,18534
75025,70347
75026,14096
75027,30559
75028,34028
75029,14085
75030,30789
75031,55831
75032,217
75033,91178
75034,97732
75035,7908
75036,35441
75037,5587
75038,36626
75039,87511
75040,67266
75041,39923
75042,8950
75043,82373
75044,89544
75045,1150
75046,76752
75047,16525
75048,71712
75049,19570
75050,52696
75051,97704
75052,66837
75053,94929
75054,58802
75055,8833
75056,23837
75057,668
75058,3925
75059,16767
75060,85703
75061,937
75062,30817
75063,82952
75064,14589
75065,81697
75066,75248
75067,27520
75068,47927
75069,11862
75070,49848
75071,71609
75072,57853
75073,81845
75074,55317
75075,40442
75076,98536
75077,31819
75078,56880
75079,28963
75080,95842
75081,66788
75082,77126
75083,26466
75084,42683
75085,76617
75086,27699
75087,72788
75088,20818
75089,32433
75090,88695
75091,87040
75092,37410
75093,20652
75094,83428
75095,45481
75096,83481
75097,8612
75098,53511
75099,6818
75100,65020
75101,90152
75102,3668
75103,84430
75104,45644
75105,41022
75106,56060
75107,15501
75108,36482
75109,10272
75110,63593
75111,17075
75112,38583
75113,54896
75114,55772
75115,58117
75116,45431
75117,88662
75118,17268
75119,42308
75120,36702
75121,73744
75122,61529
75123,1671
75124,85936
75125,35260
75126,48072
75127,74697
75128,19974
75129,74700
75130,5752
75131,28930
75132,51920
75133,76442
75134,8523
75135,65258
75136,72769
75137,76655
75138,48629
75139,39524
75140,5366
75141,2870
75142,85660
75143,48036
75144,81308
75145,80643
75146,48468
75147,79036
75148,65094
75149,53543
75150,76474
75151,50111
75152,70416
75153,28391
75154,99291
75155,51515
75156,24304
75157,7668
75158,12982
75159,70809
75160,28061
75161,78496
75162,85328
75163,20364
75164,59643
75165,29633
75166,52814
75167,86649
75168,1504
75169,99417
75170,32031
75171,54426
75172,29509
75173,17721
75174,62935
75175,61667
75176,95498
75177,24111
75178,14297
75179,81016
75180,64771
75181,35021
75182,86174
75183,21511
75184,719
75185,44289
75186,15499
75187,83367
75188,32105
75189,36407
75190,37135
75191,79913
75192,70749
75193,89749
75194,97110
75195,73055
75196,77792
75197,53299
75198,1958
75199,68709
75200,47866
75201,85070
75202,23958
75203,64741
75204,66828
75205,79494
75206,41507
75207,21227
75208,84573
75209,42882
75210,93466
75211,33043
75212,70691
75213,84529
75214,30441
75215,50772
75216,48450
75217,15669
75218,83274
75219,110
75220,7940
75221,19617
75222,51101
75223,32912
75224,80804
75225,10785
75226,86135
75227,10357
75228,55679
75229,82352
75230,68038
75231,6626
75232,9020
75233,97444
75234,47445
75235,66796
75236,43406
75237,58568
75238,80589
75239,20258
75240,64556
75241,52391
75242,25390
75243,62567
75244,50698
75245,85220
75246,11816
75247,17866
75248,20874
75249,92734
75250,94792
75251,49607
75252,34299
75253,25618
75254,66668
75255,65195
75256,88575
75257,83066
75258,87722
75259,42426
75260,77963
75261,47238
75262,43917
75263,7800
75264,74443
75265,16720
75266,7723
75267,67200
75268,97934
75269,23205
75270,51298
75271,10603
75272,47484
75273,86537
75274,55311
75275,3371
75276,19756
75277,50849
75278,63017
75279,24228
75280,24427
75281,62019
75282,32847
75283,42987
75284,9537
75285,72878
75286,12590
75287,60291
75288,24933
75289,82331
75290,28441
75291,48217
75292,47872
75293,91559
75294,34995
75295,74805
75296,60639
75297,25868
75298,66500
75299,57189
75300,77234
75301,58473
75302,46314
75303,44191
75304,87986
75305,29968
75306,85585
75307,16533
75308,95732
75309,49306
75310,27920
75311,63977
75312,37868
75313,39151
75314,50162
75315,69526
75316,30296
75317,84373
75318,8457
75319,59812
75320,86908
75321,98532
75322,51691
75323,40370
75324,39887
75325,23603
75326,16571
75327,90892
75328,54560
75329,37274
75330,2717
75331,37591
75332,7309
75333,3930
75334,68242
75335,42787
75336,29664
75337,35914
75338,27938
75339,35281
75340,40718
75341,23831
75342,98143
75343,67045
75344,17400
75345,75234
75346,40979
75347,3535
75348,17449
75349,31357
75350,97996
75351,64101
75352,22939
75353,92978
75354,23392
75355,51508
75356,10794
75357,86521
75358,48792
75359,65129
75360,34991
75361,98863
75362,19057
75363,95981
75364,58017
75365,77763
75366,50131
75367,85732
75368,10944
75369,63136
75370,17567
75371,53535
75372,1550
75373,59682
75374,41373
75375,943
75376,33389
75377,66656
75378,84360
75379,42170
75380,12721
75381,3291
75382,40680
75383,26007
75384,13506
75385,41282
75386,65271
75387,9545
75388,2440
75389,17052
75390,59436
75391,8578
75392,89413
75393,63073
75394,3709
75395,2946
75396,94128
75397,11482
75398,52016
75399,90661
75400,65719
75401,94846
75402,65848
75403,64873
75404,14089
75405,59313
75406,62489
75407,64127
75408,61473
75409,99067
75410,8016
75411,7558
75412,80287
75413,13856
75414,80127
75415,5571
75416,62401
75417,25157
75418,52388
75419,29467
75420,88229
75421,75371
75422,79858
75423,86885
75424,56026
75425,66149
75426,69864
75427,26255
75428,54130
75429,14082
75430,44449
75431,78126
75432,46987
75433,99840
75434,13983
75435,40432
75436,84865
75437,95856
75438,27262
75439,49049
75440,91746
75441,76151
75442,11005
75443,94834
75444,98900
75445,1966
75446,2265
75447,64059
75448,76282
75449,38929
75450,20870
75451,13038
75452,93335
75453,4417
75454,25653
75455,55870
75456,13950
75457,78055
75458,45265
75459,54853
75460,90119
75461,43843
75462,39754
75463,33920
75464,10908
75465,18807
75466,53960
75467,61729
75468,54363
75469,38339
75470,91815
75471,50337
75472,39125
75473,83683
75474,74722
75475,27995
75476,12989
75477,26788
75478,99426
75479,29708
75480,75104
75481,58194
75482,85417
75483,97972
75484,3379
75485,1240
75486,41165
75487,74529
75488,64534
75489,75828
75490,87572
75491,9045
75492,22157
75493,56276
75494,42592
75495,36859
75496,73485
75497,51682
75498,71881
75499,70722
75500,38551
75501,28710
75502,34513
